question,tags,document
What are the limitations of the dice coefficient loss function?,neural-networks|loss-functions|cross-entropy,04512d0a
How does Adas momentum technique work?,neural-networks|optimization|gradient-descent|adam,47f0c816
How does Adam adjust learning rates?,neural-networks|optimization|gradient-descent|adam,47f0c816
What is the difference between Adam and Adagrad?,neural-networks|optimization|gradient-descent|adam,47f0c816
How is Adam more efficient than other optimization algorithms?,neural-networks|optimization|gradient-descent|adam,47f0c816
What are the applications of Adam in machine learning?,neural-networks|optimization|gradient-descent|adam,47f0c816
How does AdamOptimizer differ from GradientDescentOptimizer?,machine-learning|neural-networks|error|gradient-descent|supervised-learning,c1df374a
What are the advantages of using AdamOptimizer?,machine-learning|neural-networks|error|gradient-descent|supervised-learning,c1df374a
What are the drawbacks of using AdamOptimizer?,machine-learning|neural-networks|error|gradient-descent|supervised-learning,c1df374a
When should GradientDescentOptimizer be preferred over AdamOptimizer?,machine-learning|neural-networks|error|gradient-descent|supervised-learning,c1df374a
How does AdamOptimizer improve model convergence?,machine-learning|neural-networks|error|gradient-descent|supervised-learning,c1df374a
Why were normalization layers popular for ConvNets?,deep-learning|convolution|convolutional-neural-network,8f697043
What has diminished the impact of normalization layers?,deep-learning|convolution|convolutional-neural-network,8f697043
What techniques have replaced normalization layers?,deep-learning|convolution|convolutional-neural-network,8f697043
What is the current status of normalization layers?,deep-learning|convolution|convolutional-neural-network,8f697043
How can we improve the performance of ConvNets without normalization layers?,deep-learning|convolution|convolutional-neural-network,8f697043
How do kernels apply to feature maps?,machine-learning|neural-networks|deep-learning|convolutional-neural-network,99db9784
How is width and height of the kernel adjustable?,machine-learning|neural-networks|deep-learning|convolutional-neural-network,99db9784
What is the depth of the kernel?,machine-learning|neural-networks|deep-learning|convolutional-neural-network,99db9784
How is a CNN kernel different from a traditional 2D kernel?,machine-learning|neural-networks|deep-learning|convolutional-neural-network,99db9784
What do CNN kernels capture?,machine-learning|neural-networks|deep-learning|convolutional-neural-network,99db9784
How do I avoid inefficient ordinal label encoding?,neural-networks|ordinal-data|softmax,7e9a62c2
What is rank-consistent ordinal regression?,neural-networks|ordinal-data|softmax,7e9a62c2
How can I implement it in TensorFlow?,neural-networks|ordinal-data|softmax,7e9a62c2
What is the role of the BiasLayer in TensorFlow implementation?,neural-networks|ordinal-data|softmax,7e9a62c2
How many biases are needed in the BiasLayer?,neural-networks|ordinal-data|softmax,7e9a62c2
Why are non zero-centered activation functions problematic?,neural-networks|deep-learning|backpropagation,97363abf
How does the negative gradient in linear functions affect optimization?,neural-networks|deep-learning|backpropagation,97363abf
What are solutions to the problem of non zero-centered activation functions?,neural-networks|deep-learning|backpropagation,97363abf
How does data normalization help in backpropagation?,neural-networks|deep-learning|backpropagation,97363abf
How do bias terms contribute to better optimization?,neural-networks|deep-learning|backpropagation,97363abf
What is the purpose of weight decay?,neural-networks|optimization|regularization|gradient-descent,e096ce1e
How does momentum affect model training?,neural-networks|optimization|regularization|gradient-descent,e096ce1e
What problem does weight decay solve?,neural-networks|optimization|regularization|gradient-descent,e096ce1e
What problem does momentum solve?,neural-networks|optimization|regularization|gradient-descent,e096ce1e
How are weight decay and momentum combined?,neural-networks|optimization|regularization|gradient-descent,e096ce1e
How do hidden Markov models differ from neural networks?,data-mining|algorithms|neural-networks|markov-process,8f63fb6e
What is the distinction between generative and discriminative models?,data-mining|algorithms|neural-networks|markov-process,8f63fb6e
Can these approaches be combined?,data-mining|algorithms|neural-networks|markov-process,8f63fb6e
When are HMMs particularly useful?,data-mining|algorithms|neural-networks|markov-process,8f63fb6e
In what scenarios are neural networks preferred?,data-mining|algorithms|neural-networks|markov-process,8f63fb6e
What is the Jacobian matrix?,neural-networks,6c4854a6
What does the diagonal of the Jacobian matrix represent?,neural-networks,6c4854a6
How can the input errors be obtained from the output errors?,neural-networks,6c4854a6
What is the simplified form of the gradient for a softmax output layer and cross-entropy cost model?,neural-networks,6c4854a6
What is the Kronecker Delta function?,neural-networks,6c4854a6
Why is training loss increasing with time?,machine-learning|neural-networks|loss-functions|recurrent-neural-network|training-error,ce2b214c
What is the significance of using gradient descent with decay?,machine-learning|neural-networks|loss-functions|recurrent-neural-network|training-error,ce2b214c
How many iterations are recommended?,machine-learning|neural-networks|loss-functions|recurrent-neural-network|training-error,ce2b214c
What are the potential factors causing the issue?,machine-learning|neural-networks|loss-functions|recurrent-neural-network|training-error,ce2b214c
What adjustments can be implemented for optimization?,machine-learning|neural-networks|loss-functions|recurrent-neural-network|training-error,ce2b214c
Why is max pooling used in convolutional neural networks?,deep-learning|convolutional-neural-network|pooling,ad06a5ac
Can pooling layers be replaced by convolutions with stride?,deep-learning|convolutional-neural-network|pooling,ad06a5ac
Which CNN architectures use average pooling?,deep-learning|convolutional-neural-network|pooling,ad06a5ac
Which CNN architectures use convolutions with stride?,deep-learning|convolutional-neural-network|pooling,ad06a5ac
What is the advantage of using convolutions with stride over pooling layers?,deep-learning|convolutional-neural-network|pooling,ad06a5ac
What are the characteristics of parametric models?,machine-learning|neural-networks|terminology|nonparametric,d5742ef6
What are the characteristics of nonparametric models?,machine-learning|neural-networks|terminology|nonparametric,d5742ef6
How does the number of parameters in a model affect its behavior?,machine-learning|neural-networks|terminology|nonparametric,d5742ef6
In what situations should a parametric model be used?,machine-learning|neural-networks|terminology|nonparametric,d5742ef6
In what situations should a nonparametric model be used?,machine-learning|neural-networks|terminology|nonparametric,d5742ef6
What causes overfitting to occur?,machine-learning|neural-networks|loss-functions|lstm,ec382e1c
How do I rectify overfitting if it occurs?,machine-learning|neural-networks|loss-functions|lstm,ec382e1c
What is a suitable learning rate to set?,machine-learning|neural-networks|loss-functions|lstm,ec382e1c
How does the formula calculate the learning rate?,machine-learning|neural-networks|loss-functions|lstm,ec382e1c
What is the function of the coefficient 'm' in the formula?,machine-learning|neural-networks|loss-functions|lstm,ec382e1c
What are the advantages of stacking multiple LSTMs?,classification|neural-networks|deep-learning|lstm|recurrent-neural-network,be2bef47
How does stacking LSTMs create a hierarchical feature representation?,classification|neural-networks|deep-learning|lstm|recurrent-neural-network,be2bef47
